advertiser_name,vertical
Tree Climb Alliance,"Government, Politics, and Social Concerns"
Tree Climb Alliance,Government / Organizations
Santa Barbara Foundation,Government / Organizations
Santa Barbara Foundation,"Government, Politics, and Social Concerns"
Four Rivers Behavioral Health,Government / Organizations
Mucciante Heating & Cooling,Home & Garden
Wilkes-Barre/Scranton International Airport,Travel
Alpha Decks,Home & Garden
DADS Roofing,Services
Big Sky Bread,Retail Stores
Protiviti,"Business, Finance, Legal, and Logistics"
Senior Services of Central Illinois,Health & Beauty
Pollock’s Jewelers,Retail Stores
Savannah Classical Academy,Education
Northern Indiana Hearing Center,Health
"Adado Sales Trailers, Tires & Service","Vehicles Parts, Supplies, and Services"
Professional Medical Supply,Retail Stores
First Tee-Tallahassee,Government / Organizations
Relics Antique Mall,Retail Stores
Valley Cadillac,"Vehicles Parts, Supplies, and Services"
Atchafalaya Homes,Home & Garden
Pocono Raceway,Life & Entertainment
Mid-Ohio Foot and Ankle Specialists,Health & Beauty
Blade Maid,Home & Garden
Westminster Kennel Club,Pets
Sleepy Hollow Haunted Farm,Entertainment / Media / Leisure
Park & Rebowe Clinic for Plastic Surgery,Health
Visit Smicksburg,Travel
Gillott Home Team,"Business, Finance, Legal, and Logistics"
BullFrog AI,"Business, Finance, Legal, and Logistics"
The Alcazar Theatre,Entertainment / Media / Leisure
Home in the Islands Kauaʻi with Henry Kapono & Friends,Entertainment / Media / Leisure
Achieve Life Sciences,Pharmaceutical & Medical
Frontier Cooling and Heating,Home & Garden
Carolina Complete Dental,Health & Beauty
Supercross Live,Life & Entertainment
Outdoor Decor Store,Retail Stores
Brain Injury Association of Mississippi,Government / Organizations
Davis-Moore Chevrolet,Automotive / Vehicles
United States Sports University,Education
Hamm’s Furniture,Retail Stores
The Village Family Service Center,"Government, Politics, and Social Concerns"
Metro Detroit Chevy Dealers,Automotive / Vehicles
Democratic National Committee,"Government, Politics, and Social Concerns"
Jordan Sales and Service,"Vehicles Parts, Supplies, and Services"
Lexington Area Chamber of Commerce,"Government, Politics, and Social Concerns"
1050 & 102.9-Fox Sports Eugene,Life & Entertainment
Pets & Petals 2025,Entertainment / Media / Leisure
Humane World Action Fund,"Government, Politics, and Social Concerns"
Titan Ground Services,Services
Commonwealth Foundation,"Government, Politics, and Social Concerns"
Acellus,Education
B & B Hydraulics,"Business, Finance, Legal, and Logistics"
Shelter to Soldier,Government / Organizations
RecPro,Vehicles Manufacturers
Truliant Federal Credit Union,Legal / Financial
Horsin Around Golf Cars,"Vehicles Parts, Supplies, and Services"
Venetian Blind Carpet One Floor & Home,Retail Stores
The Olive Tap,Retail Stores
Broadway in Bakersfield,Entertainment / Media / Leisure
Ozark Fall Farmfest,Entertainment / Media / Leisure
Thomas Mills,"Business, Finance, Legal, and Logistics"
Citizens for Growth,"Government, Politics, and Social Concerns"
Curology,Health & Beauty
Wigger Law Firm,"Business, Finance, Legal, and Logistics"
Goli Nutrition,Health & Beauty
99.9 The Wolf,Life & Entertainment
Carousel Motors,Automotive / Vehicles
South Side Lumber,Retail Stores
Town Theatre,Life & Entertainment
Town Theatre,Entertainment / Media / Leisure
Epilepsy Foundation,Government / Organizations
Epilepsy Foundation,"Government, Politics, and Social Concerns"
14th Annual Kriskindlmarkt,Life & Entertainment
Redwood Northwest,Retail
Gillman Chevrolet GMC,"Vehicles Parts, Supplies, and Services"
Sheetz,Retail Stores
McAlister’s Deli,Restaurants
RDF,"Business, Finance, Legal, and Logistics"
Lee Reed Engraving,Retail Stores
Felittese Festival,Entertainment / Media / Leisure
Ceramic Tile Center Stonework & Designs,Retail Stores
Pinecone Home and Garden Center,Retail Stores
Ringling Bros. and Barnum & Bailey,Life & Entertainment
Southeast Missouri Food Bank,"Government, Politics, and Social Concerns"
Truth,"Government, Politics, and Social Concerns"
Lovet Pet Health Care,Energy & Power
Land Rover Madison,Automotive / Vehicles
Contentsquare,"Business, Finance, Legal, and Logistics"
The Wine Cave,Restaurants
City of Temple 2025 Community Summit,Entertainment / Media / Leisure
Fairway Auto Sales,"Vehicles Parts, Supplies, and Services"
Ancira Salsa,Food & Beverage
XFL Shop,Retail Stores
Clark Center for the Performing Arts,Life & Entertainment
Clark Center for the Performing Arts,Entertainment / Media / Leisure
Joel Confer’s Quality Pre-Owned,"Vehicles Parts, Supplies, and Services"
"Lee Kitchen, Flooring & Appliance Center",Retail Stores
Heritage Landscape Design,Energy & Power
#1 Cochran Ford Austintown,"Vehicles Parts, Supplies, and Services"
Dutch Enterprises,Home & Garden
California Crown,Life & Entertainment
The Simmons House At Greenwood Triangle,"Business, Finance, Legal, and Logistics"
Mario D’Addario Buick GMC,"Vehicles Parts, Supplies, and Services"
Hand of Hope Thrift Boutique,Retail Stores
By Brothers Family Park,Entertainment / Media / Leisure
The Journey Center,Life & Entertainment
Saltwater Cowboys,Restaurants
Gardner Floor Covering,Retail Stores
United Football League (UFL),Life & Entertainment
Boot Barn Hall,Entertainment / Media / Leisure
Nevada Coin Mart,Retail Stores
New Holland Toyota,"Vehicles Parts, Supplies, and Services"
SWN Garden Center,Retail Stores
NÜTRL Vodka Seltze,Food & Beverage
Ballin In Boutwell: The After Party,Entertainment / Media / Leisure
Grandma’s Marathon,Entertainment / Media / Leisure
BankChampaign,Legal / Financial
Central Baldwin Sunset Rotary Club,Government / Organizations
Huntingburg Christmas Stroll,Entertainment / Media / Leisure
Latin Fest 901,Entertainment / Media / Leisure
Anderson Power Services,Home & Garden
Five Star Jewelry & Watch Repair,Retail Stores
Fraser,"Government, Politics, and Social Concerns"
Atlantic Tractor,"Vehicles Parts, Supplies, and Services"
Hollingshead Eye Center,Health
Simpson Outfitters,Retail
Compass Heating & Air Conditioning,Home & Garden
Legends of Texas Whiskey Festival,Entertainment / Media / Leisure
Royal Gorge Bridge,Life & Entertainment
Hampton Toyota,"Vehicles Parts, Supplies, and Services"
Farmers & Merchants Bank,Legal / Financial
Corporate Identity,Services
BearHug,Home and Garden
L. Jennings Law Firm,"Business, Finance, Legal, and Logistics"
Alta Equipment Group,Vehicles Manufacturers
Pastor Rick’s Daily Hope,Life & Entertainment
West Baton Rouge Convention & Visitors Bureau,"Government, Politics, and Social Concerns"
Sake Japanese Steakhouse,Restaurants
Butcher Air Conditioning,Home & Garden
Gautier,Retail Stores
Pawsitivitea CNY,Restaurants
Global Fence and Supply,Home & Garden
Southern Roots Craft Fair,Entertainment / Media / Leisure
Pelagos VR,Restaurants
Parker Services,Services
DASANI,Food & Beverage
Conexus,"Government, Politics, and Social Concerns"
Detroit Economic Club,"Government, Politics, and Social Concerns"
Festoons & Filigree,Retail Stores
Spruce Pine Chevrolet GMC,Automotive / Vehicles
Florida Forest Festival,Entertainment / Media / Leisure
Rail Yard Hobby Shop,Retail Stores
Retire SMART,"Business, Finance, Legal, and Logistics"
Custom Countertops and Kitchens,Retail Stores
Stara Med Spa,Travel
UMH Properties,"Business, Finance, Legal, and Logistics"
The Charter Bus,Travel
Wishing Star Foundation,Government / Organizations
Fiddleheads Coffee Roasters,Food & Beverage
WDAY-TV,Life & Entertainment
Junior League of Waco,Government / Organizations
Bridgewater College,Education
Serene Health,Health & Beauty
Missouri Historical Society,Entertainment / Media / Leisure
Moms on the Run,Government / Organizations
Riverfest 2025,Entertainment / Media / Leisure
Evita,Entertainment / Media / Leisure
Lee County Sheriff’s Office,Government / Organizations
CF Burkheimer,Life & Entertainment
SafeHomes Domestic Violence Center,"Government, Politics, and Social Concerns"
KOA,Travel
Suski Chevrolet,Automotive / Vehicles
Chopra & Nocerino,"Business, Finance, Legal, and Logistics"
Centro La Familia Advocacy Services,Government / Organizations
Eric Rouse for U.S. Congress,"Government, Politics, and Social Concerns"
Vokey Design,Life & Entertainment
Key Mazda,"Vehicles Parts, Supplies, and Services"
Roanoke Symphony Orchestra,Life & Entertainment
Roanoke Symphony Orchestra,Entertainment / Media / Leisure
Central Virginia Federal Credit Union,"Business, Finance, Legal, and Logistics"
Empowering Excellence Charter School,Education
Breeden Dodge Chrysler Jeep RAM,"Vehicles Parts, Supplies, and Services"
Spa Tech Institute,Education
A Cutting Edge Gallery of Jewelry,Retail Stores
Northwest Arkansas Food Bank,"Government, Politics, and Social Concerns"
Sierra Deene,Retail Stores
Baete-Forseth HVAC,Home & Garden
Lynyrd Skynyrd x Foreigner,Entertainment / Media / Leisure
C. F. Reuschlein Jewelers,Retail Stores
Bill Minett,Services
Chargel,Food / Beverages
Charlie’s Subaru,"Vehicles Parts, Supplies, and Services"
American Marine,Automotive / Vehicles
MoviePass,Life & Entertainment
Gold Rush,Retail Stores
Custom Door Shop,Home & Garden
Dewey Ford,"Vehicles Parts, Supplies, and Services"
Beary Merry Christmas,Life & Entertainment
SC Pecan Music and Food Festival,Entertainment / Media / Leisure
Temple Park and Recreation,Life & Entertainment
Louisiana Department of Insurance,"Government, Politics, and Social Concerns"
Lutherville Music School,Education
Ultimate Irish Prep Bowl,Home & Garden
Monos,Retail Stores
Kailo,Health & Beauty
First Central State Bank,"Business, Finance, Legal, and Logistics"
Candy Cane Craft & Gift Show,Life & Entertainment
Laetitia Vineyards & Winery,Restaurants
United Way of Smith County,"Government, Politics, and Social Concerns"
Woodford County Chamber Of Commerce,Government / Organizations
Scudder Solar,Services
"Petrunak’s Kitchens, Doors & More",Retail Stores
Redhouse Arts Center,Life & Entertainment
Hill Country Wine Tours,Travel
Committee To Elect Sandra Ann Peret,"Government, Politics, and Social Concerns"
Pooph Litterizer,Pets
WM Intellectual Property Holdings,"Business, Finance, Legal, and Logistics"
Laborers’ Union Local 169,"Government, Politics, and Social Concerns"
Mango’s Home Decor,Retail Stores
Sitka Seafood Market,Food & Beverage
Henderson Area Arts Alliance,Life & Entertainment
Henderson Area Arts Alliance,Entertainment / Media / Leisure
Reliant Community Federal Credit Union,Legal / Financial
Matthew Shepard Foundation,"Government, Politics, and Social Concerns"
Rotary Club of High Point,Government / Organizations
Nissan of Cape Coral,Automotive / Vehicles
Florida Department of Children and Families,"Government, Politics, and Social Concerns"
Absolute Finance,Legal / Financial
Lashley Land and Recreational Brokers,"Business, Finance, Legal, and Logistics"
Better Homes and Gardens Signature Brokers,"Business, Finance, Legal, and Logistics"
Heritage Reflections,Retail Stores
Milestones Area Agency on Aging,Government / Organizations
Fresno-Madera Agency on Aging,Health & Beauty
One Place Dental Implant Center,Health & Beauty
Comfort Plus Services,Home & Garden
Epilepsy Foundation of Nebraska,Government / Organizations
Jeffrey Chrystal Catering,Restaurants
Premier General Surgeons,Health & Beauty
Sinclair College,Education
UTL Entertainment’s 2nd Annual Salutes & Slams,Entertainment / Media / Leisure
C&R Carpet Cleaning,Home & Garden
Judee’s Boutique,Retail
Christie Clinic,Health & Beauty
Power Credit Union,"Business, Finance, Legal, and Logistics"
Power Credit Union,Legal / Financial
ArcelorMittal,"Business, Finance, Legal, and Logistics"
Savannah State University,Education
Woody Folsom Outdoor Equipment,"Vehicles Parts, Supplies, and Services"
BBQ & Bluegrass Bash,Entertainment / Media / Leisure
Bululú Tropical,Restaurants
River Valley Tractor,"Vehicles Parts, Supplies, and Services"
Trump Coins,"Business, Finance, Legal, and Logistics"
Good Vibrations KS,Retail Stores
Crash Box Therapy,Health & Beauty
Illinois Amish Heritage Center,Entertainment / Media / Leisure
Hinds Community College,Education
United States Space Force (USSF),"Government, Politics, and Social Concerns"
Onondaga County Agriculture Council,Entertainment / Media / Leisure
Kraftucky Arts and Crafts Expo,Entertainment / Media / Leisure
Burton McCumber & Longoria,"Business, Finance, Legal, and Logistics"
Jumping Jack Trailers,Vehicles Manufacturers
Oleika Shriners,"Government, Politics, and Social Concerns"
Plover Area Convention and Visitors Bureau,Travel
Nura Clinics,Health & Beauty
Jingle Jazz Tour,Entertainment / Media / Leisure
Lily'sThings,Life & Entertainment
WrapKingz,"Vehicles Parts, Supplies, and Services"
Roy Timberlake Wholesale Furniture,Retail Stores
The Committee to Elect Walter Griffith,"Government, Politics, and Social Concerns"
Ohnward Bank & Trust,"Business, Finance, Legal, and Logistics"
Russell’s of Washington,Retail Stores
Adventures Out West,Life & Entertainment
Linder Turf & Tractor,"Vehicles Parts, Supplies, and Services"
Gravitas Ventures,Life & Entertainment
Mercado District,Retail
Wood & Associates,"Business, Finance, Legal, and Logistics"
Discover Crystal River,Travel
Quirk Subaru of Bangor,"Vehicles Parts, Supplies, and Services"
Massac Memorial Hospital,Health & Beauty
Boots on the Bayou,Entertainment / Media / Leisure
Howard Hanna,"Business, Finance, Legal, and Logistics"
Encino,Restaurants
Treadaways Auto Supply,"Vehicles Parts, Supplies, and Services"
Discount Costumes and Comics,Life & Entertainment
Christmas Storybook Land,Life & Entertainment
Varney Buick GMC,"Vehicles Parts, Supplies, and Services"
Race for the Ages Rockin 5K,Government / Organizations
Harry’s U-Pull-It Auto Parts,"Vehicles Parts, Supplies, and Services"
Hispanic Chamber of Commerce of Louisiana,Government / Organizations
ARTfully Delicious Cuisine,Restaurants
Transitions Children’s Services,"Government, Politics, and Social Concerns"
Millionaire Match,Life & Entertainment
Tom Hesser Nissan,"Vehicles Parts, Supplies, and Services"
Georgia Ports Authority,"Government, Politics, and Social Concerns"
Indiana Dinosaur Museum,Life & Entertainment
Arthur’s Jewelry,Retail Stores
"Tri-State Windows, Siding And Roofing",Home & Garden
The Agency at National Harbor,"Business, Finance, Legal, and Logistics"
39 North Downtown,Government / Organizations
Mel B’s Medicare & Insurance Solutions,Insurance
Hope Counseling Center,Health
Dr. Ed’s Nutrition,Retail
Joseph-Beth Booksellers,Retail
North & South Towing,"Vehicles Parts, Supplies, and Services"
The Committee to Elect Jamael Tito Brown,"Government, Politics, and Social Concerns"
Friends of Colin Stolle,"Government, Politics, and Social Concerns"
Great Value Furniture & Liquidation,Retail
Perry’s American Furniture Gallery,Retail
Elrod Mobility,Retail Stores
Celebrations Entertainment,Services
Goedecke Flooring and Design Center,Retail Stores
Lyle Pearson INEOS Grenadier,"Vehicles Parts, Supplies, and Services"
Cornwell’s Turkeyville,Restaurants
Brucemore,Life & Entertainment
Century Business Products & Catalyst IT,"Business, Finance, Legal, and Logistics"
John Sang Ford Lincoln,"Vehicles Parts, Supplies, and Services"
KLAQ Rocks The Park,Entertainment / Media / Leisure
Southwestern Community College,Education
Smith Mountain Lake Wine Festival,Entertainment / Media / Leisure
MCM Eleganté Lodge & Resort Ruidoso,Travel
Chili Bowl Nationals,Life & Entertainment
Stuckey Nissan State College,"Vehicles Parts, Supplies, and Services"
